Gene	Vogelstein	COSMIC_CGC	OncoKB	IntOGen
BG_14245	0	0	0	0
BG_14246	0	0	0	0
BG_14247	0	0	0	0
BG_14248	0	0	0	0
BG_14249	0	0	0	0
BG_14250	0	0	0	0
BG_14251	0	0	0	0
BG_14252	0	0	0	0
BG_14253	0	0	0	0
BG_14254	0	0	0	0
BG_14255	0	0	0	0
BG_14256	0	0	0	0
BG_14257	0	0	0	0
BG_14258	0	0	0	0
BG_14259	0	0	0	0
BG_14260	0	0	0	0
BG_14261	0	0	0	0
BG_14262	0	0	0	0
BG_14263	0	0	0	0
BG_14264	0	0	0	0
BG_14265	0	0	0	0
BG_14266	0	0	0	0
BG_14267	0	0	0	0
BG_14268	0	0	0	0
BG_14269	0	0	0	0
BG_14270	0	0	0	0
BG_14271	0	0	0	0
BG_14272	0	0	0	0
BG_14273	0	0	0	0
BG_14274	0	0	0	0
BG_14275	0	0	0	0
BG_14276	0	0	0	0
BG_14277	0	0	0	0
BG_14278	0	0	0	0
BG_14279	0	0	0	0
BG_14280	0	0	0	0
BG_14281	0	0	0	0
BG_14282	0	0	0	0
BG_14283	0	0	0	0
BG_14284	0	0	0	0
BG_14285	0	0	0	0
BG_14286	0	0	0	0
BG_14287	0	0	0	0
BG_14288	0	0	0	0
BG_14289	0	0	0	0
BG_14290	0	0	0	0
BG_14291	0	0	0	0
BG_14292	0	0	0	0
BG_14293	0	0	0	0
BG_14294	0	0	0	0
BG_14295	0	0	0	0
BG_14296	0	0	0	0
BG_14297	0	0	0	0
BG_14298	0	0	0	0
BG_14299	0	0	0	0
BG_14300	0	0	0	0
BG_14301	0	0	0	0
BG_14302	0	0	0	0
BG_14303	0	0	0	0
BG_14304	0	0	0	0
BG_14305	0	0	0	0
BG_14306	0	0	0	0
BG_14307	0	0	0	0
BG_14308	0	0	0	0
BG_14309	0	0	0	0
BG_14310	0	0	0	0
BG_14311	0	0	0	0
BG_14312	0	0	0	0
BG_14313	0	0	0	0
BG_14314	0	0	0	0
BG_14315	0	0	0	0
BG_14316	0	0	0	0
BG_14317	0	0	0	0
BG_14318	0	0	0	0
BG_14319	0	0	0	0
BG_14320	0	0	0	0
BG_14321	0	0	0	0
BG_14322	0	0	0	0
BG_14323	0	0	0	0
BG_14324	0	0	0	0
BG_14325	0	0	0	0
BG_14326	0	0	0	0
BG_14327	0	0	0	0
BG_14328	0	0	0	0
BG_14329	0	0	0	0
BG_14330	0	0	0	0
BG_14331	0	0	0	0
BG_14332	0	0	0	0
BG_14333	0	0	0	0
BG_14334	0	0	0	0
BG_14335	0	0	0	0
BG_14336	0	0	0	0
BG_14337	0	0	0	0
BG_14338	0	0	0	0
BG_14339	0	0	0	0
BG_14340	0	0	0	0
BG_14341	0	0	0	0
BG_14342	0	0	0	0
BG_14343	0	0	0	0
BG_14344	0	0	0	0
BG_14345	0	0	0	0
BG_14346	0	0	0	0
BG_14347	0	0	0	0
BG_14348	0	0	0	0
BG_14349	0	0	0	0
BG_14350	0	0	0	0
BG_14351	0	0	0	0
BG_14352	0	0	0	0
BG_14353	0	0	0	0
BG_14354	0	0	0	0
BG_14355	0	0	0	0
BG_14356	0	0	0	0
BG_14357	0	0	0	0
BG_14358	0	0	0	0
BG_14359	0	0	0	0
BG_14360	0	0	0	0
BG_14361	0	0	0	0
BG_14362	0	0	0	0
BG_14363	0	0	0	0
BG_14364	0	0	0	0
BG_14365	0	0	0	0
BG_14366	0	0	0	0
BG_14367	0	0	0	0
BG_14368	0	0	0	0
BG_14369	0	0	0	0
BG_14370	0	0	0	0
BG_14371	0	0	0	0
BG_14372	0	0	0	0
BG_14373	0	0	0	0
BG_14374	0	0	0	0
BG_14375	0	0	0	0
BG_14376	0	0	0	0
BG_14377	0	0	0	0
BG_14378	0	0	0	0
BG_14379	0	0	0	0
BG_14380	0	0	0	0
BG_14381	0	0	0	0
BG_14382	0	0	0	0
BG_14383	0	0	0	0
BG_14384	0	0	0	0
BG_14385	0	0	0	0
BG_14386	0	0	0	0
BG_14387	0	0	0	0
BG_14388	0	0	0	0
BG_14389	0	0	0	0
BG_14390	0	0	0	0
BG_14391	0	0	0	0
BG_14392	0	0	0	0
BG_14393	0	0	0	0
BG_14394	0	0	0	0
BG_14395	0	0	0	0
BG_14396	0	0	0	0
BG_14397	0	0	0	0
BG_14398	0	0	0	0
BG_14399	0	0	0	0
BG_14400	0	0	0	0
BG_14401	0	0	0	0
BG_14402	0	0	0	0
BG_14403	0	0	0	0
BG_14404	0	0	0	0
BG_14405	0	0	0	0
BG_14406	0	0	0	0
BG_14407	0	0	0	0
BG_14408	0	0	0	0
BG_14409	0	0	0	0
BG_14410	0	0	0	0
BG_14411	0	0	0	0
BG_14412	0	0	0	0
BG_14413	0	0	0	0
BG_14414	0	0	0	0
BG_14415	0	0	0	0
BG_14416	0	0	0	0
BG_14417	0	0	0	0
BG_14418	0	0	0	0
BG_14419	0	0	0	0
BG_14420	0	0	0	0
BG_14421	0	0	0	0
BG_14422	0	0	0	0
BG_14423	0	0	0	0
BG_14424	0	0	0	0
BG_14425	0	0	0	0
BG_14426	0	0	0	0
BG_14427	0	0	0	0
BG_14428	0	0	0	0
BG_14429	0	0	0	0
BG_14430	0	0	0	0
BG_14431	0	0	0	0
BG_14432	0	0	0	0
BG_14433	0	0	0	0
BG_14434	0	0	0	0
BG_14435	0	0	0	0
BG_14436	0	0	0	0
BG_14437	0	0	0	0
BG_14438	0	0	0	0
BG_14439	0	0	0	0
BG_14440	0	0	0	0
BG_14441	0	0	0	0
BG_14442	0	0	0	0
BG_14443	0	0	0	0
BG_14444	0	0	0	0
BG_14445	0	0	0	0
BG_14446	0	0	0	0
BG_14447	0	0	0	0
BG_14448	0	0	0	0
BG_14449	0	0	0	0
BG_14450	0	0	0	0
BG_14451	0	0	0	0
BG_14452	0	0	0	0
BG_14453	0	0	0	0
BG_14454	0	0	0	0
BG_14455	0	0	0	0
BG_14456	0	0	0	0
BG_14457	0	0	0	0
BG_14458	0	0	0	0
BG_14459	0	0	0	0
BG_14460	0	0	0	0
BG_14461	0	0	0	0
BG_14462	0	0	0	0
BG_14463	0	0	0	0
BG_14464	0	0	0	0
BG_14465	0	0	0	0
BG_14466	0	0	0	0
BG_14467	0	0	0	0
BG_14468	0	0	0	0
BG_14469	0	0	0	0
BG_14470	0	0	0	0
BG_14471	0	0	0	0
BG_14472	0	0	0	0
BG_14473	0	0	0	0
BG_14474	0	0	0	0
BG_14475	0	0	0	0
BG_14476	0	0	0	0
BG_14477	0	0	0	0
BG_14478	0	0	0	0
BG_14479	0	0	0	0
BG_14480	0	0	0	0
BG_14481	0	0	0	0
BG_14482	0	0	0	0
BG_14483	0	0	0	0
BG_14484	0	0	0	0
BG_14485	0	0	0	0
BG_14486	0	0	0	0
BG_14487	0	0	0	0
BG_14488	0	0	0	0
BG_14489	0	0	0	0
BG_14490	0	0	0	0
BG_14491	0	0	0	0
BG_14492	0	0	0	0
BG_14493	0	0	0	0
BG_14494	0	0	0	0
BG_14495	0	0	0	0
BG_14496	0	0	0	0
BG_14497	0	0	0	0
BG_14498	0	0	0	0
BG_14499	0	0	0	0
BG_14500	0	0	0	0
BG_14501	0	0	0	0
BG_14502	0	0	0	0
BG_14503	0	0	0	0
BG_14504	0	0	0	0
BG_14505	0	0	0	0
BG_14506	0	0	0	0
BG_14507	0	0	0	0
BG_14508	0	0	0	0
BG_14509	0	0	0	0
BG_14510	0	0	0	0
BG_14511	0	0	0	0
BG_14512	0	0	0	0
BG_14513	0	0	0	0
BG_14514	0	0	0	0
BG_14515	0	0	0	0
BG_14516	0	0	0	0
BG_14517	0	0	0	0
BG_14518	0	0	0	0
BG_14519	0	0	0	0
BG_14520	0	0	0	0
BG_14521	0	0	0	0
BG_14522	0	0	0	0
BG_14523	0	0	0	0
BG_14524	0	0	0	0
BG_14525	0	0	0	0
BG_14526	0	0	0	0
BG_14527	0	0	0	0
BG_14528	0	0	0	0
BG_14529	0	0	0	0
BG_14530	0	0	0	0
BG_14531	0	0	0	0
BG_14532	0	0	0	0
BG_14533	0	0	0	0
BG_14534	0	0	0	0
BG_14535	0	0	0	0
BG_14536	0	0	0	0
BG_14537	0	0	0	0
BG_14538	0	0	0	0
BG_14539	0	0	0	0
BG_14540	0	0	0	0
BG_14541	0	0	0	0
BG_14542	0	0	0	0
BG_14543	0	0	0	0
BG_14544	0	0	0	0
BG_14545	0	0	0	0
BG_14546	0	0	0	0
BG_14547	0	0	0	0
BG_14548	0	0	0	0
BG_14549	0	0	0	0
BG_14550	0	0	0	0
BG_14551	0	0	0	0
BG_14552	0	0	0	0
BG_14553	0	0	0	0
BG_14554	0	0	0	0
BG_14555	0	0	0	0
BG_14556	0	0	0	0
BG_14557	0	0	0	0
BG_14558	0	0	0	0
BG_14559	0	0	0	0
BG_14560	0	0	0	0
BG_14561	0	0	0	0
BG_14562	0	0	0	0
BG_14563	0	0	0	0
BG_14564	0	0	0	0
BG_14565	0	0	0	0
BG_14566	0	0	0	0
BG_14567	0	0	0	0
BG_14568	0	0	0	0
BG_14569	0	0	0	0
BG_14570	0	0	0	0
BG_14571	0	0	0	0
BG_14572	0	0	0	0
BG_14573	0	0	0	0
BG_14574	0	0	0	0
BG_14575	0	0	0	0
BG_14576	0	0	0	0
BG_14577	0	0	0	0
BG_14578	0	0	0	0
BG_14579	0	0	0	0
BG_14580	0	0	0	0
BG_14581	0	0	0	0
BG_14582	0	0	0	0
BG_14583	0	0	0	0
BG_14584	0	0	0	0
BG_14585	0	0	0	0
BG_14586	0	0	0	0
BG_14587	0	0	0	0
BG_14588	0	0	0	0
BG_14589	0	0	0	0
BG_14590	0	0	0	0
BG_14591	0	0	0	0
BG_14592	0	0	0	0
BG_14593	0	0	0	0
BG_14594	0	0	0	0
BG_14595	0	0	0	0
BG_14596	0	0	0	0
BG_14597	0	0	0	0
BG_14598	0	0	0	0
BG_14599	0	0	0	0
BG_14600	0	0	0	0
BG_14601	0	0	0	0
BG_14602	0	0	0	0
BG_14603	0	0	0	0
BG_14604	0	0	0	0
BG_14605	0	0	0	0
BG_14606	0	0	0	0
BG_14607	0	0	0	0
BG_14608	0	0	0	0
BG_14609	0	0	0	0
BG_14610	0	0	0	0
BG_14611	0	0	0	0
BG_14612	0	0	0	0
BG_14613	0	0	0	0
BG_14614	0	0	0	0
BG_14615	0	0	0	0
BG_14616	0	0	0	0
BG_14617	0	0	0	0
BG_14618	0	0	0	0
BG_14619	0	0	0	0
BG_14620	0	0	0	0
BG_14621	0	0	0	0
BG_14622	0	0	0	0
BG_14623	0	0	0	0
BG_14624	0	0	0	0
BG_14625	0	0	0	0
BG_14626	0	0	0	0
BG_14627	0	0	0	0
BG_14628	0	0	0	0
BG_14629	0	0	0	0
BG_14630	0	0	0	0
BG_14631	0	0	0	0
BG_14632	0	0	0	0
BG_14633	0	0	0	0
BG_14634	0	0	0	0
BG_14635	0	0	0	0
BG_14636	0	0	0	0
BG_14637	0	0	0	0
BG_14638	0	0	0	0
BG_14639	0	0	0	0
BG_14640	0	0	0	0
BG_14641	0	0	0	0
BG_14642	0	0	0	0
BG_14643	0	0	0	0
BG_14644	0	0	0	0
BG_14645	0	0	0	0
BG_14646	0	0	0	0
BG_14647	0	0	0	0
BG_14648	0	0	0	0
BG_14649	0	0	0	0
BG_14650	0	0	0	0
BG_14651	0	0	0	0
BG_14652	0	0	0	0
BG_14653	0	0	0	0
BG_14654	0	0	0	0
BG_14655	0	0	0	0
BG_14656	0	0	0	0
BG_14657	0	0	0	0
BG_14658	0	0	0	0
BG_14659	0	0	0	0
BG_14660	0	0	0	0
BG_14661	0	0	0	0
BG_14662	0	0	0	0
BG_14663	0	0	0	0
BG_14664	0	0	0	0
BG_14665	0	0	0	0
BG_14666	0	0	0	0
BG_14667	0	0	0	0
BG_14668	0	0	0	0
BG_14669	0	0	0	0
BG_14670	0	0	0	0
BG_14671	0	0	0	0
BG_14672	0	0	0	0
BG_14673	0	0	0	0
BG_14674	0	0	0	0
BG_14675	0	0	0	0
BG_14676	0	0	0	0
BG_14677	0	0	0	0
BG_14678	0	0	0	0
BG_14679	0	0	0	0
BG_14680	0	0	0	0
BG_14681	0	0	0	0
BG_14682	0	0	0	0
BG_14683	0	0	0	0
BG_14684	0	0	0	0
BG_14685	0	0	0	0
BG_14686	0	0	0	0
BG_14687	0	0	0	0
BG_14688	0	0	0	0
BG_14689	0	0	0	0
BG_14690	0	0	0	0
BG_14691	0	0	0	0
BG_14692	0	0	0	0
BG_14693	0	0	0	0
BG_14694	0	0	0	0
BG_14695	0	0	0	0
BG_14696	0	0	0	0
BG_14697	0	0	0	0
BG_14698	0	0	0	0
BG_14699	0	0	0	0
BG_14700	0	0	0	0
BG_14701	0	0	0	0
BG_14702	0	0	0	0
BG_14703	0	0	0	0
BG_14704	0	0	0	0
BG_14705	0	0	0	0
BG_14706	0	0	0	0
BG_14707	0	0	0	0
BG_14708	0	0	0	0
BG_14709	0	0	0	0
BG_14710	0	0	0	0
BG_14711	0	0	0	0
BG_14712	0	0	0	0
BG_14713	0	0	0	0
BG_14714	0	0	0	0
BG_14715	0	0	0	0
BG_14716	0	0	0	0
BG_14717	0	0	0	0
BG_14718	0	0	0	0
BG_14719	0	0	0	0
BG_14720	0	0	0	0
BG_14721	0	0	0	0
BG_14722	0	0	0	0
BG_14723	0	0	0	0
BG_14724	0	0	0	0
BG_14725	0	0	0	0
BG_14726	0	0	0	0
BG_14727	0	0	0	0
BG_14728	0	0	0	0
BG_14729	0	0	0	0
BG_14730	0	0	0	0
BG_14731	0	0	0	0
BG_14732	0	0	0	0
BG_14733	0	0	0	0
BG_14734	0	0	0	0
BG_14735	0	0	0	0
BG_14736	0	0	0	0
BG_14737	0	0	0	0
BG_14738	0	0	0	0
BG_14739	0	0	0	0
BG_14740	0	0	0	0
BG_14741	0	0	0	0
BG_14742	0	0	0	0
BG_14743	0	0	0	0
BG_14744	0	0	0	0
BG_14745	0	0	0	0
BG_14746	0	0	0	0
BG_14747	0	0	0	0
BG_14748	0	0	0	0
BG_14749	0	0	0	0
BG_14750	0	0	0	0
BG_14751	0	0	0	0
BG_14752	0	0	0	0
BG_14753	0	0	0	0
BG_14754	0	0	0	0
BG_14755	0	0	0	0
BG_14756	0	0	0	0
BG_14757	0	0	0	0
BG_14758	0	0	0	0
BG_14759	0	0	0	0
BG_14760	0	0	0	0
BG_14761	0	0	0	0
BG_14762	0	0	0	0
BG_14763	0	0	0	0
BG_14764	0	0	0	0
BG_14765	0	0	0	0
BG_14766	0	0	0	0
BG_14767	0	0	0	0
BG_14768	0	0	0	0
BG_14769	0	0	0	0
BG_14770	0	0	0	0
BG_14771	0	0	0	0
BG_14772	0	0	0	0
BG_14773	0	0	0	0
BG_14774	0	0	0	0
BG_14775	0	0	0	0
BG_14776	0	0	0	0
BG_14777	0	0	0	0
BG_14778	0	0	0	0
BG_14779	0	0	0	0
BG_14780	0	0	0	0
BG_14781	0	0	0	0
BG_14782	0	0	0	0
BG_14783	0	0	0	0
BG_14784	0	0	0	0
BG_14785	0	0	0	0
BG_14786	0	0	0	0
BG_14787	0	0	0	0
BG_14788	0	0	0	0
BG_14789	0	0	0	0
BG_14790	0	0	0	0
BG_14791	0	0	0	0
BG_14792	0	0	0	0
BG_14793	0	0	0	0
BG_14794	0	0	0	0
BG_14795	0	0	0	0
BG_14796	0	0	0	0
BG_14797	0	0	0	0
BG_14798	0	0	0	0
BG_14799	0	0	0	0
BG_14800	0	0	0	0
BG_14801	0	0	0	0
BG_14802	0	0	0	0
BG_14803	0	0	0	0
BG_14804	0	0	0	0
BG_14805	0	0	0	0
BG_14806	0	0	0	0
BG_14807	0	0	0	0
BG_14808	0	0	0	0
BG_14809	0	0	0	0
BG_14810	0	0	0	0
BG_14811	0	0	0	0
BG_14812	0	0	0	0
BG_14813	0	0	0	0
BG_14814	0	0	0	0
BG_14815	0	0	0	0
BG_14816	0	0	0	0
BG_14817	0	0	0	0
BG_14818	0	0	0	0
BG_14819	0	0	0	0
BG_14820	0	0	0	0
BG_14821	0	0	0	0
BG_14822	0	0	0	0
BG_14823	0	0	0	0
BG_14824	0	0	0	0
BG_14825	0	0	0	0
BG_14826	0	0	0	0
BG_14827	0	0	0	0
BG_14828	0	0	0	0
BG_14829	0	0	0	0
BG_14830	0	0	0	0
BG_14831	0	0	0	0
BG_14832	0	0	0	0
BG_14833	0	0	0	0
BG_14834	0	0	0	0
BG_14835	0	0	0	0
BG_14836	0	0	0	0
BG_14837	0	0	0	0
BG_14838	0	0	0	0
BG_14839	0	0	0	0
BG_14840	0	0	0	0
BG_14841	0	0	0	0
BG_14842	0	0	0	0
BG_14843	0	0	0	0
BG_14844	0	0	0	0
BG_14845	0	0	0	0
BG_14846	0	0	0	0
BG_14847	0	0	0	0
BG_14848	0	0	0	0
BG_14849	0	0	0	0
BG_14850	0	0	0	0
BG_14851	0	0	0	0
BG_14852	0	0	0	0
BG_14853	0	0	0	0
BG_14854	0	0	0	0
BG_14855	0	0	0	0
BG_14856	0	0	0	0
BG_14857	0	0	0	0
BG_14858	0	0	0	0
BG_14859	0	0	0	0
BG_14860	0	0	0	0
BG_14861	0	0	0	0
BG_14862	0	0	0	0
BG_14863	0	0	0	0
BG_14864	0	0	0	0
BG_14865	0	0	0	0
BG_14866	0	0	0	0
BG_14867	0	0	0	0
BG_14868	0	0	0	0
BG_14869	0	0	0	0
BG_14870	0	0	0	0
BG_14871	0	0	0	0
BG_14872	0	0	0	0
BG_14873	0	0	0	0
BG_14874	0	0	0	0
BG_14875	0	0	0	0
BG_14876	0	0	0	0
BG_14877	0	0	0	0
BG_14878	0	0	0	0
BG_14879	0	0	0	0
BG_14880	0	0	0	0
BG_14881	0	0	0	0
BG_14882	0	0	0	0
BG_14883	0	0	0	0
BG_14884	0	0	0	0
BG_14885	0	0	0	0
BG_14886	0	0	0	0
BG_14887	0	0	0	0
BG_14888	0	0	0	0
BG_14889	0	0	0	0
BG_14890	0	0	0	0
BG_14891	0	0	0	0
BG_14892	0	0	0	0
BG_14893	0	0	0	0
BG_14894	0	0	0	0
BG_14895	0	0	0	0
BG_14896	0	0	0	0
BG_14897	0	0	0	0
BG_14898	0	0	0	0
BG_14899	0	0	0	0
BG_14900	0	0	0	0
BG_14901	0	0	0	0
BG_14902	0	0	0	0
BG_14903	0	0	0	0
BG_14904	0	0	0	0
BG_14905	0	0	0	0
BG_14906	0	0	0	0
BG_14907	0	0	0	0
BG_14908	0	0	0	0
BG_14909	0	0	0	0
BG_14910	0	0	0	0
BG_14911	0	0	0	0
BG_14912	0	0	0	0
BG_14913	0	0	0	0
BG_14914	0	0	0	0
BG_14915	0	0	0	0
BG_14916	0	0	0	0
BG_14917	0	0	0	0
BG_14918	0	0	0	0
BG_14919	0	0	0	0
BG_14920	0	0	0	0
BG_14921	0	0	0	0
BG_14922	0	0	0	0
BG_14923	0	0	0	0
BG_14924	0	0	0	0
BG_14925	0	0	0	0
BG_14926	0	0	0	0
BG_14927	0	0	0	0
BG_14928	0	0	0	0
BG_14929	0	0	0	0
BG_14930	0	0	0	0
BG_14931	0	0	0	0
BG_14932	0	0	0	0
BG_14933	0	0	0	0
BG_14934	0	0	0	0
BG_14935	0	0	0	0
BG_14936	0	0	0	0
BG_14937	0	0	0	0
BG_14938	0	0	0	0
BG_14939	0	0	0	0
BG_14940	0	0	0	0
BG_14941	0	0	0	0
BG_14942	0	0	0	0
BG_14943	0	0	0	0
BG_14944	0	0	0	0
BG_14945	0	0	0	0
BG_14946	0	0	0	0
BG_14947	0	0	0	0
BG_14948	0	0	0	0
BG_14949	0	0	0	0
BG_14950	0	0	0	0
BG_14951	0	0	0	0
BG_14952	0	0	0	0
BG_14953	0	0	0	0
BG_14954	0	0	0	0
BG_14955	0	0	0	0
BG_14956	0	0	0	0
BG_14957	0	0	0	0
BG_14958	0	0	0	0
BG_14959	0	0	0	0
BG_14960	0	0	0	0
BG_14961	0	0	0	0
BG_14962	0	0	0	0
BG_14963	0	0	0	0
BG_14964	0	0	0	0
BG_14965	0	0	0	0
BG_14966	0	0	0	0
BG_14967	0	0	0	0
BG_14968	0	0	0	0
BG_14969	0	0	0	0
BG_14970	0	0	0	0
BG_14971	0	0	0	0
BG_14972	0	0	0	0
BG_14973	0	0	0	0
BG_14974	0	0	0	0
BG_14975	0	0	0	0
BG_14976	0	0	0	0
BG_14977	0	0	0	0
BG_14978	0	0	0	0
BG_14979	0	0	0	0
BG_14980	0	0	0	0
BG_14981	0	0	0	0
BG_14982	0	0	0	0
BG_14983	0	0	0	0
BG_14984	0	0	0	0
BG_14985	0	0	0	0
BG_14986	0	0	0	0
BG_14987	0	0	0	0
BG_14988	0	0	0	0
BG_14989	0	0	0	0
BG_14990	0	0	0	0
BG_14991	0	0	0	0
BG_14992	0	0	0	0
BG_14993	0	0	0	0
BG_14994	0	0	0	0
BG_14995	0	0	0	0
BG_14996	0	0	0	0
BG_14997	0	0	0	0
BG_14998	0	0	0	0
BG_14999	0	0	0	0
BG_15000	0	0	0	0
BG_15001	0	0	0	0
BG_15002	0	0	0	0
BG_15003	0	0	0	0
BG_15004	0	0	0	0
BG_15005	0	0	0	0
BG_15006	0	0	0	0
BG_15007	0	0	0	0
BG_15008	0	0	0	0
BG_15009	0	0	0	0
BG_15010	0	0	0	0
BG_15011	0	0	0	0
BG_15012	0	0	0	0
BG_15013	0	0	0	0
BG_15014	0	0	0	0
BG_15015	0	0	0	0
BG_15016	0	0	0	0
BG_15017	0	0	0	0
BG_15018	0	0	0	0
BG_15019	0	0	0	0
BG_15020	0	0	0	0
BG_15021	0	0	0	0
BG_15022	0	0	0	0
BG_15023	0	0	0	0
BG_15024	0	0	0	0
BG_15025	0	0	0	0
BG_15026	0	0	0	0
BG_15027	0	0	0	0
BG_15028	0	0	0	0
BG_15029	0	0	0	0
BG_15030	0	0	0	0
BG_15031	0	0	0	0
BG_15032	0	0	0	0
BG_15033	0	0	0	0
BG_15034	0	0	0	0
BG_15035	0	0	0	0
BG_15036	0	0	0	0
BG_15037	0	0	0	0
BG_15038	0	0	0	0
BG_15039	0	0	0	0
BG_15040	0	0	0	0
BG_15041	0	0	0	0
BG_15042	0	0	0	0
BG_15043	0	0	0	0
BG_15044	0	0	0	0
BG_15045	0	0	0	0
BG_15046	0	0	0	0
BG_15047	0	0	0	0
BG_15048	0	0	0	0
BG_15049	0	0	0	0
BG_15050	0	0	0	0
BG_15051	0	0	0	0
BG_15052	0	0	0	0
BG_15053	0	0	0	0
BG_15054	0	0	0	0
BG_15055	0	0	0	0
BG_15056	0	0	0	0
BG_15057	0	0	0	0
BG_15058	0	0	0	0
BG_15059	0	0	0	0
BG_15060	0	0	0	0
BG_15061	0	0	0	0
BG_15062	0	0	0	0
BG_15063	0	0	0	0
BG_15064	0	0	0	0
BG_15065	0	0	0	0
BG_15066	0	0	0	0
BG_15067	0	0	0	0
BG_15068	0	0	0	0
BG_15069	0	0	0	0
BG_15070	0	0	0	0
BG_15071	0	0	0	0
BG_15072	0	0	0	0
BG_15073	0	0	0	0
BG_15074	0	0	0	0
BG_15075	0	0	0	0
BG_15076	0	0	0	0
BG_15077	0	0	0	0
BG_15078	0	0	0	0
BG_15079	0	0	0	0
BG_15080	0	0	0	0
BG_15081	0	0	0	0
BG_15082	0	0	0	0
BG_15083	0	0	0	0
BG_15084	0	0	0	0
BG_15085	0	0	0	0
BG_15086	0	0	0	0
BG_15087	0	0	0	0
BG_15088	0	0	0	0
BG_15089	0	0	0	0
BG_15090	0	0	0	0
BG_15091	0	0	0	0
BG_15092	0	0	0	0
BG_15093	0	0	0	0
BG_15094	0	0	0	0
BG_15095	0	0	0	0
BG_15096	0	0	0	0
BG_15097	0	0	0	0
BG_15098	0	0	0	0
BG_15099	0	0	0	0
BG_15100	0	0	0	0
BG_15101	0	0	0	0
BG_15102	0	0	0	0
BG_15103	0	0	0	0
BG_15104	0	0	0	0
BG_15105	0	0	0	0
BG_15106	0	0	0	0
BG_15107	0	0	0	0
BG_15108	0	0	0	0
BG_15109	0	0	0	0
BG_15110	0	0	0	0
BG_15111	0	0	0	0
BG_15112	0	0	0	0
BG_15113	0	0	0	0
BG_15114	0	0	0	0
BG_15115	0	0	0	0
BG_15116	0	0	0	0
BG_15117	0	0	0	0
BG_15118	0	0	0	0
BG_15119	0	0	0	0
BG_15120	0	0	0	0
BG_15121	0	0	0	0
BG_15122	0	0	0	0
BG_15123	0	0	0	0
BG_15124	0	0	0	0
BG_15125	0	0	0	0
BG_15126	0	0	0	0
BG_15127	0	0	0	0
BG_15128	0	0	0	0
BG_15129	0	0	0	0
BG_15130	0	0	0	0
BG_15131	0	0	0	0
BG_15132	0	0	0	0
BG_15133	0	0	0	0
BG_15134	0	0	0	0
BG_15135	0	0	0	0
BG_15136	0	0	0	0
BG_15137	0	0	0	0
BG_15138	0	0	0	0
BG_15139	0	0	0	0
BG_15140	0	0	0	0
BG_15141	0	0	0	0
BG_15142	0	0	0	0
BG_15143	0	0	0	0
BG_15144	0	0	0	0
BG_15145	0	0	0	0
BG_15146	0	0	0	0
BG_15147	0	0	0	0
BG_15148	0	0	0	0
BG_15149	0	0	0	0
BG_15150	0	0	0	0
BG_15151	0	0	0	0
BG_15152	0	0	0	0
BG_15153	0	0	0	0
BG_15154	0	0	0	0
BG_15155	0	0	0	0
BG_15156	0	0	0	0
BG_15157	0	0	0	0
BG_15158	0	0	0	0
BG_15159	0	0	0	0
BG_15160	0	0	0	0
BG_15161	0	0	0	0
BG_15162	0	0	0	0
BG_15163	0	0	0	0
BG_15164	0	0	0	0
BG_15165	0	0	0	0
BG_15166	0	0	0	0
BG_15167	0	0	0	0
BG_15168	0	0	0	0
BG_15169	0	0	0	0
BG_15170	0	0	0	0
BG_15171	0	0	0	0
BG_15172	0	0	0	0
BG_15173	0	0	0	0
BG_15174	0	0	0	0
BG_15175	0	0	0	0
BG_15176	0	0	0	0
BG_15177	0	0	0	0
BG_15178	0	0	0	0
BG_15179	0	0	0	0
BG_15180	0	0	0	0
BG_15181	0	0	0	0
BG_15182	0	0	0	0
BG_15183	0	0	0	0
BG_15184	0	0	0	0
BG_15185	0	0	0	0
BG_15186	0	0	0	0
BG_15187	0	0	0	0
BG_15188	0	0	0	0
BG_15189	0	0	0	0
BG_15190	0	0	0	0
BG_15191	0	0	0	0
BG_15192	0	0	0	0
BG_15193	0	0	0	0
BG_15194	0	0	0	0
BG_15195	0	0	0	0
BG_15196	0	0	0	0
BG_15197	0	0	0	0
BG_15198	0	0	0	0
BG_15199	0	0	0	0
BG_15200	0	0	0	0
BG_15201	0	0	0	0
BG_15202	0	0	0	0
BG_15203	0	0	0	0
BG_15204	0	0	0	0
BG_15205	0	0	0	0
BG_15206	0	0	0	0
BG_15207	0	0	0	0
BG_15208	0	0	0	0
BG_15209	0	0	0	0
BG_15210	0	0	0	0
BG_15211	0	0	0	0
BG_15212	0	0	0	0
BG_15213	0	0	0	0
BG_15214	0	0	0	0
BG_15215	0	0	0	0
BG_15216	0	0	0	0
BG_15217	0	0	0	0
BG_15218	0	0	0	0
BG_15219	0	0	0	0
BG_15220	0	0	0	0
BG_15221	0	0	0	0
BG_15222	0	0	0	0
BG_15223	0	0	0	0
BG_15224	0	0	0	0
BG_15225	0	0	0	0
BG_15226	0	0	0	0
BG_15227	0	0	0	0
BG_15228	0	0	0	0
BG_15229	0	0	0	0
BG_15230	0	0	0	0
BG_15231	0	0	0	0
BG_15232	0	0	0	0
BG_15233	0	0	0	0
BG_15234	0	0	0	0
BG_15235	0	0	0	0
BG_15236	0	0	0	0
BG_15237	0	0	0	0
BG_15238	0	0	0	0
BG_15239	0	0	0	0
BG_15240	0	0	0	0
BG_15241	0	0	0	0
